,country,cost_of_living_index,rent_index,cost_of_living_plus_rent_index,groceries_index,restaurant_price_index,local_purchasing_power_index,year,period,continent
1032,Kuwait,51.5,32.9,42.6,39.9,47.3,102.0,2019,year,Asia
1033,Panama,51.4,24.6,38.6,48.2,47.1,41.3,2019,year,North America
1034,Ghana,51.1,31.6,41.7,44.8,31.7,18.7,2019,year,Africa
1035,Estonia,51.0,15.4,33.9,37.1,51.2,76.0,2019,year,Europe
1036,Fiji,50.9,22.7,37.4,57.6,36.5,35.4,2019,year,Oceania
1037,Costa Rica,50.9,15.5,33.9,47.9,42.6,47.1,2019,year,North America
1038,Portugal,50.4,21.1,36.3,40.2,43.1,55.2,2019,year,Europe
1039,Palestine,50.2,9.0,30.4,43.9,37.3,57.2,2019,year,Asia
1040,Belize,49.4,8.8,29.9,42.9,36.7,70.8,2019,year,North America
1041,Latvia,49.2,12.0,31.4,36.7,45.5,55.2,2019,year,Europe
1042,Croatia,49.2,11.6,31.1,40.3,40.4,60.3,2019,year,Europe
1043,Chile,47.7,15.2,32.1,40.5,45.1,54.1,2019,year,South America
1044,Saudi Arabia,47.6,11.4,30.2,39.1,30.9,118.6,2019,year,Asia
1045,Thailand,47.5,17.7,33.2,50.0,24.6,40.9,2019,year,Asia
1046,Cambodia,46.8,14.4,31.3,44.2,24.4,12.5,2019,year,Asia
1047,Oman,46.2,19.9,33.6,40.0,44.4,88.5,2019,year,Asia
1048,El Salvador,46.1,14.2,30.8,45.6,35.5,30.1,2019,year,North America
1049,Lithuania,45.9,12.9,30.1,35.4,43.9,60.3,2019,year,Europe
1050,Nicaragua,45.8,9.5,28.4,46.4,31.1,24.5,2019,year,North America
1051,Czech Republic,45.1,18.3,32.2,38.1,33.2,71.3,2019,year,Europe
1052,Slovakia,45.0,16.1,31.1,38.5,33.6,63.2,2019,year,Europe
1053,Dominican Republic,44.9,10.2,28.3,35.7,42.4,26.0,2019,year,North America
1054,Namibia,43.2,17.5,30.8,39.9,38.6,63.6,2019,year,Africa
1055,Brazil,42.8,11.5,27.7,31.3,34.8,37.4,2019,year,South America
1056,South Africa,42.5,16.5,30.0,33.9,40.8,83.0,2019,year,Africa
1057,Honduras,42.1,10.8,27.1,33.6,31.5,35.2,2019,year,North America
1058,Hungary,42.0,13.6,28.4,32.4,33.4,54.7,2019,year,Europe
1059,Ecuador,42.0,11.6,27.4,37.9,29.4,40.8,2019,year,South America
1060,Guatemala,41.7,13.9,28.4,38.0,32.3,41.8,2019,year,North America
1061,Cuba,40.5,8.1,24.9,34.3,28.3,2.5,2019,year,North America
1062,Iraq,39.6,11.5,26.1,34.1,31.8,47.6,2019,year,Asia
1063,Montenegro,39.6,9.9,25.4,30.8,34.2,46.3,2019,year,Europe
1064,Malaysia,39.4,10.9,25.7,39.7,22.7,73.1,2019,year,Asia
1065,China,39.2,17.4,28.7,39.9,28.2,69.0,2019,year,Asia
1066,Poland,39.1,14.9,27.5,30.7,32.7,70.0,2019,year,Europe
1067,Kenya,38.2,10.0,24.7,33.2,31.2,32.5,2019,year,Africa
1068,Vietnam,37.7,13.1,25.9,37.9,18.9,33.3,2019,year,Asia
1069,Bulgaria,37.2,9.2,23.7,31.1,29.9,52.2,2019,year,Europe
1070,Peru,37.2,12.0,25.1,32.7,23.7,37.5,2019,year,South America
1071,Romania,36.5,10.0,23.7,29.9,32.3,61.2,2019,year,Europe
1072,Indonesia,36.2,8.4,22.9,38.1,18.0,33.0,2019,year,Asia
1073,Albania,36.2,8.2,22.7,28.6,29.3,33.8,2019,year,Europe
1074,Iran,35.8,16.9,26.7,32.6,26.9,37.7,2019,year,Asia
1075,Bosnia And Herzegovina,35.7,6.3,21.6,28.8,23.8,49.2,2019,year,Europe
1076,Russia,35.5,12.7,24.5,29.2,37.0,45.4,2019,year,Europe
1077,Serbia,35.4,8.1,22.3,26.3,27.8,39.9,2019,year,Europe
1078,Turkey,35.2,7.2,21.8,30.4,23.7,45.3,2019,year,Asia
1079,Philippines,35.1,8.1,22.1,32.6,19.7,29.5,2019,year,Asia
1080,Tanzania,34.7,16.0,25.8,28.6,25.2,22.7,2019,year,Africa
1081,Bolivia,34.4,10.9,23.1,26.9,28.0,44.0,2019,year,South America
1082,Morocco,34.0,9.5,22.2,29.9,23.9,41.4,2019,year,Africa
1083,Belarus,33.1,10.0,22.0,27.8,36.0,44.6,2019,year,Europe
1084,Argentina,33.1,9.5,21.8,26.3,32.5,55.0,2019,year,South America
1085,Mexico,32.7,10.1,21.8,30.3,30.2,50.0,2019,year,North America
1086,Armenia,32.5,9.9,21.7,25.8,32.5,33.1,2019,year,Asia
1087,Paraguay,32.3,9.4,21.3,26.0,25.8,35.6,2019,year,South America
1088,Moldova,32.3,8.0,20.6,25.0,27.7,30.7,2019,year,Europe
1089,Bangladesh,31.8,5.4,19.2,29.5,19.0,39.8,2019,year,Asia
1090,North Macedonia,31.6,6.5,19.5,24.8,23.7,39.8,2019,year,Europe
1091,Nigeria,31.2,29.0,30.2,31.8,19.2,15.1,2019,year,Africa
1092,Algeria,30.6,5.5,18.5,32.0,16.4,32.9,2019,year,Africa
1093,Uganda,30.3,8.5,19.8,26.1,21.9,22.7,2019,year,Africa
1094,Sri Lanka,30.2,7.6,19.4,33.6,17.4,27.3,2019,year,Asia
1095,Colombia,30.1,9.2,20.1,24.3,22.5,34.7,2019,year,South America
1096,Kazakhstan,29.8,9.8,20.2,23.8,29.8,38.8,2019,year,Asia
1097,Nepal,29.6,4.6,17.6,25.4,19.7,26.3,2019,year,Asia
1098,Azerbaijan,29.1,8.7,19.3,24.1,30.7,32.0,2019,year,Asia
1099,Georgia,28.8,8.5,19.1,23.4,27.1,33.2,2019,year,Asia
1100,Ukraine,27.9,9.5,19.1,22.5,22.1,32.7,2019,year,Europe
1101,Uzbekistan,27.1,8.3,18.1,23.9,21.1,25.1,2019,year,Asia
1102,Egypt,26.5,5.0,16.2,23.2,22.3,23.7,2019,year,Africa
1103,Kosovo,26.2,8.1,17.5,23.2,19.6,61.8,2019,year,Europe
1104,Venezuela,25.7,5.9,16.2,27.6,22.0,3.7,2019,year,South America
1105,India,24.2,5.8,15.4,24.2,17.2,66.9,2019,year,Asia
1106,Tunisia,23.7,5.0,14.7,22.3,13.3,38.0,2019,year,Africa
1107,Pakistan,20.4,4.5,12.8,18.2,15.4,38.6,2019,year,Asia
1108,Bermuda,144.9,100.7,123.6,143.4,151.6,104.2,2018,year,North America
1109,Switzerland,131.4,53.8,94.0,133.3,131.9,126.1,2018,year,Europe
1110,Iceland,124.0,54.6,90.5,119.0,132.6,87.8,2018,year,Europe
1111,Norway,113.7,40.9,78.6,106.5,125.0,108.0,2018,year,Europe
1112,Bahamas,100.7,35.3,69.2,88.4,102.1,71.4,2018,year,North America
1113,Luxembourg,96.6,59.9,78.9,85.0,107.9,116.7,2018,year,Europe
1114,Denmark,93.3,36.6,66.0,72.5,113.4,117.5,2018,year,Europe
1115,Singapore,91.4,71.9,82.0,83.6,64.4,95.9,2018,year,Asia
1116,Japan,86.6,25.6,57.2,91.6,49.2,107.4,2018,year,Asia
1117,Israel,86.5,35.6,62.0,72.4,94.9,102.3,2018,year,Asia
1118,Ireland,85.4,47.2,67.0,69.5,93.2,96.1,2018,year,Europe
1119,Australia,84.3,41.8,63.8,80.7,81.6,123.0,2018,year,Oceania
1120,France,83.9,28.6,57.2,78.1,81.9,101.2,2018,year,Europe
1121,Sweden,83.7,28.0,56.8,76.1,86.7,113.0,2018,year,Europe
1122,New Zealand,83.4,33.8,59.5,77.0,79.0,98.6,2018,year,Oceania
1123,Belgium,83.3,28.1,56.7,72.8,93.2,98.9,2018,year,Europe
1124,South Korea,82.9,23.4,54.2,99.7,49.0,109.4,2018,year,Asia
1125,Netherlands,82.7,36.2,60.3,65.8,92.7,109.5,2018,year,Europe
1126,Finland,81.7,29.7,56.6,68.8,86.9,119.4,2018,year,Europe
1127,Austria,81.5,29.3,56.3,76.8,75.8,98.7,2018,year,Europe
1128,Italy,79.1,23.1,52.1,68.0,84.7,81.1,2018,year,Europe
1129,Hong Kong,78.7,79.5,79.1,83.5,56.2,82.9,2018,year,Asia
1130,United Kingdom,75.8,33.4,55.4,61.0,83.9,108.5,2018,year,Europe
1131,Germany,74.3,29.1,52.5,58.9,71.2,125.0,2018,year,Europe
1132,United States,73.0,38.5,56.3,73.9,70.0,127.6,2018,year,North America
1133,Canada,72.5,30.8,52.4,71.4,68.7,118.9,2018,year,North America
1134,Malta,70.9,29.3,50.9,59.8,75.1,66.2,2018,year,Europe
1135,United Arab Emirates,67.2,60.7,64.1,55.6,63.3,124.8,2018,year,Asia
1136,Puerto Rico,67.0,18.7,43.7,66.3,55.7,103.8,2018,year,North America
1137,Uruguay,66.9,20.0,44.3,54.5,69.2,34.3,2018,year,South America
1138,Taiwan,65.4,15.1,41.1,79.2,28.9,106.4,2018,year,Asia
1139,Qatar,65.4,65.3,65.3,57.5,64.8,125.0,2018,year,Asia
1140,Greece,63.2,11.8,38.4,50.9,61.7,53.8,2018,year,Europe
1141,Spain,61.8,22.2,42.7,51.3,60.6,90.7,2018,year,Europe
1142,Jamaica,60.6,12.5,37.4,60.2,39.7,35.3,2018,year,North America
1143,Cyprus,60.3,15.4,38.7,49.7,65.4,94.8,2018,year,Europe
1144,Lebanon,60.2,27.9,44.7,46.2,58.7,56.4,2018,year,Asia
1145,Ghana,59.8,32.8,46.8,54.9,37.4,16.0,2018,year,Africa
1146,Slovenia,59.6,15.5,38.4,50.8,48.9,80.3,2018,year,Europe
1147,Bahrain,59.6,31.0,45.8,58.0,54.2,72.3,2018,year,Asia
1148,Palestine,58.2,10.3,35.1,54.4,41.8,60.2,2018,year,Asia
1149,Estonia,57.6,15.8,37.5,43.8,56.8,74.8,2018,year,Europe
1150,Kuwait,56.9,36.3,47.0,44.0,48.5,100.6,2018,year,Asia
1151,Costa Rica,56.2,17.6,37.6,55.6,45.9,54.7,2018,year,North America
1152,Portugal,55.9,20.4,38.8,45.5,46.8,62.0,2018,year,Europe
1153,Chile,55.2,16.6,36.6,47.8,51.4,54.5,2018,year,South America
1154,Jordan,55.1,12.1,34.3,46.5,52.7,43.4,2018,year,Asia
1155,Croatia,55.1,12.0,34.3,46.3,43.4,59.8,2018,year,Europe
1156,Mauritius,55.0,13.3,34.9,49.5,39.4,46.7,2018,year,Africa
1157,Trinidad And Tobago,54.6,18.8,37.3,53.4,50.3,54.9,2018,year,North America
1158,Argentina,53.7,13.8,34.5,44.6,53.7,60.2,2018,year,South America
1159,Latvia,53.4,13.3,34.1,42.5,48.0,53.1,2018,year,Europe
1160,Lithuania,53.2,15.2,34.9,41.7,48.9,57.3,2018,year,Europe
1161,Panama,52.4,26.6,40.0,53.0,44.3,39.1,2018,year,North America
1162,Brazil,51.3,13.9,33.3,39.7,41.2,41.6,2018,year,South America
1163,Slovakia,50.4,18.9,35.2,43.7,37.3,67.3,2018,year,Europe
1164,Czech Republic,50.1,19.1,35.1,43.6,36.0,76.3,2018,year,Europe
1165,Zimbabwe,49.5,12.3,31.6,44.3,37.7,27.3,2018,year,Africa
1166,Oman,49.3,20.3,35.3,46.7,46.2,99.2,2018,year,Asia
1167,Thailand,48.9,17.1,33.6,54.9,23.9,38.6,2018,year,Asia
1168,Hungary,48.6,15.4,32.6,38.6,37.4,50.6,2018,year,Europe
1169,South Africa,48.1,17.9,33.5,40.7,45.7,99.8,2018,year,Africa
1170,Dominican Republic,47.9,10.3,29.8,41.9,43.6,27.4,2018,year,North America
1171,El Salvador,47.9,11.4,30.3,46.8,36.2,30.9,2018,year,North America
1172,Saudi Arabia,47.9,13.5,31.3,42.0,32.0,131.5,2018,year,Asia
1173,Ethiopia,47.5,24.0,36.2,39.1,20.2,15.0,2018,year,Africa
1174,Guatemala,46.9,14.6,31.3,44.6,36.8,41.3,2018,year,North America
1175,Zambia,46.5,19.5,33.5,40.4,33.5,101.3,2018,year,Africa
1176,Cambodia,45.9,13.6,30.3,49.3,23.1,14.9,2018,year,Asia
1177,Poland,45.2,16.6,31.4,35.9,37.7,74.4,2018,year,Europe
1178,Tanzania,45.0,19.0,32.4,34.5,29.4,23.1,2018,year,Africa
1179,Malaysia,44.7,11.5,28.7,48.2,23.2,73.0,2018,year,Asia
1180,China,44.6,18.4,31.9,47.7,29.6,72.3,2018,year,Asia
1181,Montenegro,44.4,10.8,28.2,35.8,38.1,48.7,2018,year,Europe
1182,Ecuador,44.3,11.2,28.3,42.9,30.8,39.4,2018,year,South America
1183,Honduras,44.3,10.6,28.1,36.6,33.0,34.9,2018,year,North America
1184,Russia,43.9,16.6,30.7,35.9,45.9,51.1,2018,year,Europe
1185,Iraq,43.9,12.8,28.9,37.7,38.4,51.2,2018,year,Asia
1186,Turkey,41.8,10.4,26.6,36.2,31.2,53.8,2018,year,Asia
1187,Bulgaria,41.2,9.8,26.1,35.2,33.6,54.4,2018,year,Europe
1188,Indonesia,39.7,8.5,24.7,43.5,19.5,37.5,2018,year,Asia
1189,Romania,39.7,10.9,25.8,32.8,33.3,66.2,2018,year,Europe
1190,Peru,39.6,14.4,27.5,35.9,26.3,37.1,2018,year,South America
1191,Serbia,39.6,8.4,24.6,30.0,31.5,41.8,2018,year,Europe
1192,Vietnam,39.4,15.1,27.7,39.1,20.0,30.1,2018,year,Asia
1193,Bosnia And Herzegovina,39.3,6.9,23.7,33.8,26.7,52.4,2018,year,Europe
1194,Kenya,38.7,8.7,24.2,36.6,31.6,32.1,2018,year,Africa
1195,Albania,37.9,7.3,23.1,30.9,29.1,37.0,2018,year,Europe
1196,Morocco,37.1,11.5,24.7,33.3,25.8,45.1,2018,year,Africa
1197,Bolivia,36.5,9.9,23.7,28.8,28.5,44.7,2018,year,South America
1198,Philippines,36.0,8.0,22.5,34.3,20.9,34.0,2018,year,Asia
1199,Colombia,35.3,10.1,23.2,29.5,26.7,38.6,2018,year,South America
1200,North Macedonia,34.8,6.9,21.4,28.7,23.6,42.6,2018,year,Europe
1201,Nigeria,34.7,16.0,25.6,35.8,22.1,19.6,2018,year,Africa
1202,Iran,34.6,15.9,25.6,31.0,27.3,45.6,2018,year,Asia
1203,Sri Lanka,34.3,8.3,21.8,38.4,19.7,29.6,2018,year,Asia
1204,Kazakhstan,34.3,11.2,23.2,28.1,35.4,40.8,2018,year,Asia
1205,Belarus,34.1,10.6,22.7,27.9,35.8,41.3,2018,year,Europe
1206,Mexico,33.6,9.5,22.0,32.2,29.5,58.2,2018,year,North America
1207,Armenia,33.5,8.8,21.6,27.8,31.2,31.8,2018,year,Asia
1208,Moldova,33.1,8.8,21.4,26.6,23.5,29.3,2018,year,Europe
1209,Uganda,32.7,6.8,20.2,28.3,23.2,21.4,2018,year,Africa
1210,Nepal,32.6,4.4,19.0,30.2,19.0,25.3,2018,year,Asia
1211,Venezuela,32.2,7.6,20.3,33.8,26.7,4.0,2018,year,South America
1212,Algeria,32.1,6.0,19.5,33.8,17.6,36.0,2018,year,Africa
1213,Bangladesh,32.0,5.5,19.2,30.2,21.2,39.6,2018,year,Asia
1214,Azerbaijan,30.6,9.5,20.4,27.4,30.6,28.7,2018,year,Asia
1215,Georgia,29.7,9.8,20.1,24.6,29.2,35.5,2018,year,Asia
1216,Kosovo,29.4,8.6,19.4,26.3,21.0,59.2,2018,year,Europe
1217,Syria,27.8,5.1,16.9,26.2,22.2,11.3,2018,year,Asia
1218,Tunisia,27.7,5.8,17.1,26.4,17.1,38.2,2018,year,Africa
1219,India,26.9,6.8,17.2,27.5,18.3,79.3,2018,year,Asia
1220,Ukraine,26.0,8.9,17.7,20.4,18.6,30.2,2018,year,Europe
1221,Egypt,25.7,5.1,15.7,23.0,21.0,24.7,2018,year,Africa
1222,Pakistan,25.1,5.3,15.5,23.8,19.0,41.1,2018,year,Asia
